,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1091,Jeremy,0.285,0.846,2.0,-6.472,1.0,0.0438,0.0404,0.0,0.182,0.287,108.808,audio_features,62nQ8UZVqR2RMvkJHkcO2o,spotify:track:62nQ8UZVqR2RMvkJHkcO2o,https://api.spotify.com/v1/tracks/62nQ8UZVqR2RMvkJHkcO2o,https://api.spotify.com/v1/audio-analysis/62nQ8UZVqR2RMvkJHkcO2o,318227.0,4.0
1092,Kings and Queens,0.637,0.69,1.0,-4.057,0.0,0.0405,0.00786,0.0,0.124,0.457,129.857,audio_features,7a53HqqArd4b9NF4XAmlbI,spotify:track:7a53HqqArd4b9NF4XAmlbI,https://api.spotify.com/v1/tracks/7a53HqqArd4b9NF4XAmlbI,https://api.spotify.com/v1/audio-analysis/7a53HqqArd4b9NF4XAmlbI,162399.0,4.0
1093,Knights Of Cydonia,0.366,0.963,11.0,-5.301,0.0,0.142,0.000273,0.0122,0.115,0.211,137.114,audio_features,7ouMYWpwJ422jRcDASZB7P,spotify:track:7ouMYWpwJ422jRcDASZB7P,https://api.spotify.com/v1/tracks/7ouMYWpwJ422jRcDASZB7P,https://api.spotify.com/v1/audio-analysis/7ouMYWpwJ422jRcDASZB7P,366213.0,4.0
1094,Lola,0.474,0.917,9.0,-4.19,1.0,0.0395,0.582,0.231,0.201,0.902,152.113,audio_features,0UAJH0k4k3slcE83a9UGCe,spotify:track:0UAJH0k4k3slcE83a9UGCe,https://api.spotify.com/v1/tracks/0UAJH0k4k3slcE83a9UGCe,https://api.spotify.com/v1/audio-analysis/0UAJH0k4k3slcE83a9UGCe,241040.0,4.0
1095,Lust For Life,0.504,0.655,0.0,-8.644,0.0,0.0542,0.604,0.00193,0.364,0.262,99.982,audio_features,0mt02gJ425Xjm7c3jYkOBn,spotify:track:0mt02gJ425Xjm7c3jYkOBn,https://api.spotify.com/v1/tracks/0mt02gJ425Xjm7c3jYkOBn,https://api.spotify.com/v1/audio-analysis/0mt02gJ425Xjm7c3jYkOBn,264066.0,4.0
1096,Manhattan,0.771,0.704,1.0,-5.098,1.0,0.0315,0.0835,0.0,0.0935,0.55,118.01,audio_features,74oXlQPr6x05HDrGVaiYXZ,spotify:track:74oXlQPr6x05HDrGVaiYXZ,https://api.spotify.com/v1/tracks/74oXlQPr6x05HDrGVaiYXZ,https://api.spotify.com/v1/audio-analysis/74oXlQPr6x05HDrGVaiYXZ,211058.0,4.0
1097,My Sharona,0.586,0.7,0.0,-9.558,1.0,0.0363,0.0589,0.00125,0.0318,0.897,147.245,audio_features,1HOMkjp0nHMaTnfAkslCQj,spotify:track:1HOMkjp0nHMaTnfAkslCQj,https://api.spotify.com/v1/tracks/1HOMkjp0nHMaTnfAkslCQj,https://api.spotify.com/v1/audio-analysis/1HOMkjp0nHMaTnfAkslCQj,295400.0,4.0
1098,Next Year,0.605,0.804,5.0,-7.521,1.0,0.0363,0.265,4.93e-06,0.345,0.601,98.866,audio_features,7AHw9SfOITU9Q7sj3V5vxV,spotify:track:7AHw9SfOITU9Q7sj3V5vxV,https://api.spotify.com/v1/tracks/7AHw9SfOITU9Q7sj3V5vxV,https://api.spotify.com/v1/audio-analysis/7AHw9SfOITU9Q7sj3V5vxV,217733.0,4.0
1099,One Love,0.825,0.572,6.0,-6.067,0.0,0.0864,0.0079,0.0,0.113,0.568,141.991,audio_features,75lcPkAkUsKWHGBlGM476R,spotify:track:75lcPkAkUsKWHGBlGM476R,https://api.spotify.com/v1/tracks/75lcPkAkUsKWHGBlGM476R,https://api.spotify.com/v1/audio-analysis/75lcPkAkUsKWHGBlGM476R,175954.0,4.0
1100,Paint It Black,0.464,0.795,1.0,-9.267,1.0,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267.0,4.0
1101,Regret,0.394,0.519,9.0,-11.042,0.0,0.0465,0.75,0.195,0.129,0.241,110.113,audio_features,1NlK2NtpuUazpziLhnJwEV,spotify:track:1NlK2NtpuUazpziLhnJwEV,https://api.spotify.com/v1/tracks/1NlK2NtpuUazpziLhnJwEV,https://api.spotify.com/v1/audio-analysis/1NlK2NtpuUazpziLhnJwEV,179580.0,4.0
1102,Sabotage,0.324,0.938,6.0,-7.332,0.0,0.102,0.032,0.0321,0.0961,0.543,168.131,audio_features,0Puj4YlTm6xNzDDADXHMI9,spotify:track:0Puj4YlTm6xNzDDADXHMI9,https://api.spotify.com/v1/tracks/0Puj4YlTm6xNzDDADXHMI9,https://api.spotify.com/v1/audio-analysis/0Puj4YlTm6xNzDDADXHMI9,178440.0,4.0
1103,Shiny Happy People,0.452,0.909,9.0,-3.977,1.0,0.0366,0.0313,0.0603,0.23,0.805,124.623,audio_features,1v2zyAJrChw5JnfafSkwkJ,spotify:track:1v2zyAJrChw5JnfafSkwkJ,https://api.spotify.com/v1/tracks/1v2zyAJrChw5JnfafSkwkJ,https://api.spotify.com/v1/audio-analysis/1v2zyAJrChw5JnfafSkwkJ,225787.0,4.0
1104,Stockholm Syndrome,0.678,0.933,2.0,-4.959,1.0,0.14,0.0734,0.0,0.0863,0.336,120.572,audio_features,6AzCBeiDuUXGXjznBufswB,spotify:track:6AzCBeiDuUXGXjznBufswB,https://api.spotify.com/v1/tracks/6AzCBeiDuUXGXjznBufswB,https://api.spotify.com/v1/audio-analysis/6AzCBeiDuUXGXjznBufswB,214720.0,4.0
1105,Undisclosed Desires,0.683,0.585,8.0,-6.76,1.0,0.0323,0.00819,0.0162,0.0797,0.641,115.997,audio_features,0It6VJoMAare1zdV2wxqZq,spotify:track:0It6VJoMAare1zdV2wxqZq,https://api.spotify.com/v1/tracks/0It6VJoMAare1zdV2wxqZq,https://api.spotify.com/v1/audio-analysis/0It6VJoMAare1zdV2wxqZq,235000.0,4.0
1106,Valerie,0.699,0.83,1.0,-4.898,1.0,0.0633,0.00243,0.00024,0.0995,0.889,105.809,audio_features,6kopmMZiyLmw7h66uXcXR7,spotify:track:6kopmMZiyLmw7h66uXcXR7,https://api.spotify.com/v1/tracks/6kopmMZiyLmw7h66uXcXR7,https://api.spotify.com/v1/audio-analysis/6kopmMZiyLmw7h66uXcXR7,219413.0,4.0
1107,Welcome To The Black Parade,0.217,0.905,2.0,-4.103,1.0,0.0752,0.000289,0.00011,0.222,0.236,96.95,audio_features,5wQnmLuC1W7ATsArWACrgW,spotify:track:5wQnmLuC1W7ATsArWACrgW,https://api.spotify.com/v1/tracks/5wQnmLuC1W7ATsArWACrgW,https://api.spotify.com/v1/audio-analysis/5wQnmLuC1W7ATsArWACrgW,311107.0,4.0
1108,Wild Horses,0.432,0.389,7.0,-6.517,1.0,0.0255,0.687,0.0107,0.0788,0.158,139.506,audio_features,52dm9op3rbfAkc1LGXgipW,spotify:track:52dm9op3rbfAkc1LGXgipW,https://api.spotify.com/v1/tracks/52dm9op3rbfAkc1LGXgipW,https://api.spotify.com/v1/audio-analysis/52dm9op3rbfAkc1LGXgipW,341773.0,4.0
1109,Winter Winds,0.324,0.494,7.0,-7.274,1.0,0.0319,0.221,0.0,0.347,0.39,125.766,audio_features,50FgfudO6MUkdP3XMIf1hh,spotify:track:50FgfudO6MUkdP3XMIf1hh,https://api.spotify.com/v1/tracks/50FgfudO6MUkdP3XMIf1hh,https://api.spotify.com/v1/audio-analysis/50FgfudO6MUkdP3XMIf1hh,219680.0,3.0
1110,Zero,0.535,0.791,0.0,-5.55,1.0,0.0327,0.00096,0.000155,0.0788,0.5,142.981,audio_features,2D4dV2KXDTszzJ3p3cFqhA,spotify:track:2D4dV2KXDTszzJ3p3cFqhA,https://api.spotify.com/v1/tracks/2D4dV2KXDTszzJ3p3cFqhA,https://api.spotify.com/v1/audio-analysis/2D4dV2KXDTszzJ3p3cFqhA,211814.0,4.0
1111,Groove Is In The Heart,0.694,0.881,1.0,-4.053,0.0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,audio_features,2UVLuddklEVak5PXgC7baA,spotify:track:2UVLuddklEVak5PXgC7baA,https://api.spotify.com/v1/tracks/2UVLuddklEVak5PXgC7baA,https://api.spotify.com/v1/audio-analysis/2UVLuddklEVak5PXgC7baA,231787.0,4.0
1112,Say My Name,0.713,0.678,5.0,-3.525,0.0,0.102,0.273,0.0,0.149,0.734,138.009,audio_features,7H6ev70Weq6DdpZyyTmUXk,spotify:track:7H6ev70Weq6DdpZyyTmUXk,https://api.spotify.com/v1/tracks/7H6ev70Weq6DdpZyyTmUXk,https://api.spotify.com/v1/audio-analysis/7H6ev70Weq6DdpZyyTmUXk,271333.0,4.0
1113,Open,0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,audio_features,02VBYrHfVwfEWXk5DXyf0T,spotify:track:02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/tracks/02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/audio-analysis/02VBYrHfVwfEWXk5DXyf0T,242096.0,4.0
1114,The Walk,0.5,0.591,9.0,-9.381,0.0,0.0276,0.0724,0.064,0.16,0.405,140.902,audio_features,34r8HRV3QnQgvZ0jEbwS1k,spotify:track:34r8HRV3QnQgvZ0jEbwS1k,https://api.spotify.com/v1/tracks/34r8HRV3QnQgvZ0jEbwS1k,https://api.spotify.com/v1/audio-analysis/34r8HRV3QnQgvZ0jEbwS1k,214893.0,4.0
1115,Everybody,0.471,0.924,8.0,-3.906,1.0,0.0586,0.00301,0.0,0.313,0.725,154.961,audio_features,2iUmqdfGZcHIhS3b9E9EWq,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,https://api.spotify.com/v1/tracks/2iUmqdfGZcHIhS3b9E9EWq,https://api.spotify.com/v1/audio-analysis/2iUmqdfGZcHIhS3b9E9EWq,177280.0,4.0
1116,Soul Meets Body,0.621,0.853,2.0,-5.735,0.0,0.0253,0.0767,3.26e-06,0.0893,0.714,128.142,audio_features,5yc59J3MR3tVDPTOgwgRI5,spotify:track:5yc59J3MR3tVDPTOgwgRI5,https://api.spotify.com/v1/tracks/5yc59J3MR3tVDPTOgwgRI5,https://api.spotify.com/v1/audio-analysis/5yc59J3MR3tVDPTOgwgRI5,229413.0,4.0
1117,Don't Stop (Color on the Walls),0.611,0.948,1.0,-3.751,0.0,0.0753,0.00183,0.0995,0.0969,0.79,133.004,audio_features,4HRa9ZWcmZ8JD7UySPu0wT,spotify:track:4HRa9ZWcmZ8JD7UySPu0wT,https://api.spotify.com/v1/tracks/4HRa9ZWcmZ8JD7UySPu0wT,https://api.spotify.com/v1/audio-analysis/4HRa9ZWcmZ8JD7UySPu0wT,174920.0,4.0
1118,Bodies,0.656,0.932,4.0,-3.405,0.0,0.0708,0.00347,0.00147,0.144,0.544,130.936,audio_features,7CpbhqKUedOIrcvc94p60Y,spotify:track:7CpbhqKUedOIrcvc94p60Y,https://api.spotify.com/v1/tracks/7CpbhqKUedOIrcvc94p60Y,https://api.spotify.com/v1/audio-analysis/7CpbhqKUedOIrcvc94p60Y,201960.0,4.0
1119,Amnesia,0.572,0.499,2.0,-5.237,1.0,0.0311,0.0283,0.0,0.213,0.108,101.593,audio_features,1JCCdiru7fhstOIF4N7WJC,spotify:track:1JCCdiru7fhstOIF4N7WJC,https://api.spotify.com/v1/tracks/1JCCdiru7fhstOIF4N7WJC,https://api.spotify.com/v1/audio-analysis/1JCCdiru7fhstOIF4N7WJC,237248.0,4.0
1120,Never Again,0.493,0.653,0.0,-5.666,0.0,0.0466,0.269,0.0,0.511,0.852,142.347,audio_features,5B0kgjHULYJhAQkK5XsMoC,spotify:track:5B0kgjHULYJhAQkK5XsMoC,https://api.spotify.com/v1/tracks/5B0kgjHULYJhAQkK5XsMoC,https://api.spotify.com/v1/audio-analysis/5B0kgjHULYJhAQkK5XsMoC,121573.0,4.0
1121,Fences,0.452,0.82,11.0,-4.508,0.0,0.0325,0.00153,0.0,0.21,0.838,202.108,audio_features,4aICBAAFGF3pLSZDlmsMj9,spotify:track:4aICBAAFGF3pLSZDlmsMj9,https://api.spotify.com/v1/tracks/4aICBAAFGF3pLSZDlmsMj9,https://api.spotify.com/v1/audio-analysis/4aICBAAFGF3pLSZDlmsMj9,198973.0,4.0
1122,I Feel Better,0.755,0.553,6.0,-9.449,0.0,0.107,0.0492,0.00607,0.0646,0.836,119.7,audio_features,3AA8xNhDC0MpqwkGX3EP5V,spotify:track:3AA8xNhDC0MpqwkGX3EP5V,https://api.spotify.com/v1/tracks/3AA8xNhDC0MpqwkGX3EP5V,https://api.spotify.com/v1/audio-analysis/3AA8xNhDC0MpqwkGX3EP5V,266600.0,4.0
1123,Smooth,0.882,0.662,0.0,-6.382,1.0,0.242,0.0124,0.0,0.106,0.57,120.034,audio_features,6RfhBNU1FPWTG7VESlfgOl,spotify:track:6RfhBNU1FPWTG7VESlfgOl,https://api.spotify.com/v1/tracks/6RfhBNU1FPWTG7VESlfgOl,https://api.spotify.com/v1/audio-analysis/6RfhBNU1FPWTG7VESlfgOl,106000.0,4.0
1124,Down By The Water,0.611,0.331,4.0,-12.493,1.0,0.028,0.93,0.000276,0.117,0.559,95.015,audio_features,4Vutl1Y7OJOBwIqVISNmzL,spotify:track:4Vutl1Y7OJOBwIqVISNmzL,https://api.spotify.com/v1/tracks/4Vutl1Y7OJOBwIqVISNmzL,https://api.spotify.com/v1/audio-analysis/4Vutl1Y7OJOBwIqVISNmzL,178293.0,4.0
1125,Wiggle (feat. Snoop Dogg),0.697,0.621,9.0,-6.886,0.0,0.25,0.0802,0.0,0.162,0.721,81.946,audio_features,2sLwPnIP3CUVmIuHranJZU,spotify:track:2sLwPnIP3CUVmIuHranJZU,https://api.spotify.com/v1/tracks/2sLwPnIP3CUVmIuHranJZU,https://api.spotify.com/v1/audio-analysis/2sLwPnIP3CUVmIuHranJZU,193296.0,4.0
1126,Fineshrine,0.609,0.797,5.0,-4.45,0.0,0.0404,0.0182,8.68e-06,0.434,0.4,130.053,audio_features,5aJmSzmuhLI6fr1Rm0EnkS,spotify:track:5aJmSzmuhLI6fr1Rm0EnkS,https://api.spotify.com/v1/tracks/5aJmSzmuhLI6fr1Rm0EnkS,https://api.spotify.com/v1/audio-analysis/5aJmSzmuhLI6fr1Rm0EnkS,209760.0,4.0
1127,Cruel,0.552,0.702,9.0,-5.707,1.0,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427.0,4.0
1128,My Body,0.714,0.665,4.0,-7.736,0.0,0.0509,0.0996,0.0,0.226,0.842,78.515,audio_features,2aEuXA1KswHlCGPOuPmCOW,spotify:track:2aEuXA1KswHlCGPOuPmCOW,https://api.spotify.com/v1/tracks/2aEuXA1KswHlCGPOuPmCOW,https://api.spotify.com/v1/audio-analysis/2aEuXA1KswHlCGPOuPmCOW,204733.0,4.0
1129,Golden,0.448,0.838,4.0,-5.257,0.0,0.0557,0.21,0.000131,0.131,0.254,139.863,audio_features,45S5WTQEGOB1VHr1Q4FuPl,spotify:track:45S5WTQEGOB1VHr1Q4FuPl,https://api.spotify.com/v1/tracks/45S5WTQEGOB1VHr1Q4FuPl,https://api.spotify.com/v1/audio-analysis/45S5WTQEGOB1VHr1Q4FuPl,208907.0,4.0
1130,Come On Eileen,0.45,0.656,2.0,-7.049,1.0,0.0472,0.664,3.02e-06,0.259,0.782,106.61,audio_features,3MrWxJaD2AT0W9DjWF64Vm,spotify:track:3MrWxJaD2AT0W9DjWF64Vm,https://api.spotify.com/v1/tracks/3MrWxJaD2AT0W9DjWF64Vm,https://api.spotify.com/v1/audio-analysis/3MrWxJaD2AT0W9DjWF64Vm,287307.0,4.0
1131,Chained,0.562,0.8,0.0,-5.404,1.0,0.112,0.0814,0.0,0.199,0.471,95.029,audio_features,7qvxFz3JodM0A7xEM7k3YD,spotify:track:7qvxFz3JodM0A7xEM7k3YD,https://api.spotify.com/v1/tracks/7qvxFz3JodM0A7xEM7k3YD,https://api.spotify.com/v1/audio-analysis/7qvxFz3JodM0A7xEM7k3YD,237733.0,4.0
1132,Myth,0.445,0.708,3.0,-6.268,1.0,0.0293,0.032,0.0908,0.171,0.414,141.965,audio_features,2NfxtzCIrpCmJX5Z2KMdD5,spotify:track:2NfxtzCIrpCmJX5Z2KMdD5,https://api.spotify.com/v1/tracks/2NfxtzCIrpCmJX5Z2KMdD5,https://api.spotify.com/v1/audio-analysis/2NfxtzCIrpCmJX5Z2KMdD5,258653.0,4.0
1133,Get Back,0.798,0.649,9.0,-6.546,1.0,0.306,0.0746,1.34e-05,0.517,0.566,142.006,audio_features,3DWjFSDEQ9IWz1mj449fB7,spotify:track:3DWjFSDEQ9IWz1mj449fB7,https://api.spotify.com/v1/tracks/3DWjFSDEQ9IWz1mj449fB7,https://api.spotify.com/v1/audio-analysis/3DWjFSDEQ9IWz1mj449fB7,108160.0,4.0
1134,All You Need Is Love,0.4,0.48,7.0,-7.768,1.0,0.0295,0.346,3.1e-05,0.155,0.653,103.436,audio_features,68BTFws92cRztMS1oQ7Ewj,spotify:track:68BTFws92cRztMS1oQ7Ewj,https://api.spotify.com/v1/tracks/68BTFws92cRztMS1oQ7Ewj,https://api.spotify.com/v1/audio-analysis/68BTFws92cRztMS1oQ7Ewj,230387.0,4.0
1135,Give Me Love,0.778,0.547,2.0,-7.273,1.0,0.0489,0.346,0.000302,0.132,0.441,95.002,audio_features,1mKXFLRA179hdOWQBwUk9e,spotify:track:1mKXFLRA179hdOWQBwUk9e,https://api.spotify.com/v1/tracks/1mKXFLRA179hdOWQBwUk9e,https://api.spotify.com/v1/audio-analysis/1mKXFLRA179hdOWQBwUk9e,242733.0,4.0
1136,Good Vibrations - 2001 - Remaster,0.396,0.473,10.0,-7.67,0.0,0.0345,0.326,0.000124,0.109,0.385,133.449,audio_features,5t9KYe0Fhd5cW6UYT4qP8f,spotify:track:5t9KYe0Fhd5cW6UYT4qP8f,https://api.spotify.com/v1/tracks/5t9KYe0Fhd5cW6UYT4qP8f,https://api.spotify.com/v1/audio-analysis/5t9KYe0Fhd5cW6UYT4qP8f,219027.0,4.0
1137,Happy Ending,0.414,0.936,2.0,-2.407,1.0,0.0758,0.00136,0.0,0.369,0.74,170.229,audio_features,6sqNctd7MlJoKDOxPVCAvU,spotify:track:6sqNctd7MlJoKDOxPVCAvU,https://api.spotify.com/v1/tracks/6sqNctd7MlJoKDOxPVCAvU,https://api.spotify.com/v1/audio-analysis/6sqNctd7MlJoKDOxPVCAvU,242413.0,4.0
1138,One Thing,0.659,0.625,4.0,-2.253,1.0,0.045,0.0644,0.0,0.582,0.442,88.042,audio_features,4hPpVbbakQNv8YTHYaOJP4,spotify:track:4hPpVbbakQNv8YTHYaOJP4,https://api.spotify.com/v1/tracks/4hPpVbbakQNv8YTHYaOJP4,https://api.spotify.com/v1/audio-analysis/4hPpVbbakQNv8YTHYaOJP4,181824.0,4.0
1139,Part Of Me,0.667,0.922,5.0,-4.645,1.0,0.0353,0.000354,0.0,0.0867,0.761,130.01,audio_features,6yARPLK0PV4heEyh7pVMGz,spotify:track:6yARPLK0PV4heEyh7pVMGz,https://api.spotify.com/v1/tracks/6yARPLK0PV4heEyh7pVMGz,https://api.spotify.com/v1/audio-analysis/6yARPLK0PV4heEyh7pVMGz,216160.0,4.0
1140,Romeo And Juliet,0.609,0.37,0.0,-13.933,1.0,0.0712,0.664,0.086,0.328,0.352,119.806,audio_features,6jT3etAOkvMUw0zsEw5QnR,spotify:track:6jT3etAOkvMUw0zsEw5QnR,https://api.spotify.com/v1/tracks/6jT3etAOkvMUw0zsEw5QnR,https://api.spotify.com/v1/audio-analysis/6jT3etAOkvMUw0zsEw5QnR,208000.0,4.0
1141,Santeria,0.682,0.765,1.0,-5.021,0.0,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,audio_features,2hnMS47jN0etwvFPzYk11f,spotify:track:2hnMS47jN0etwvFPzYk11f,https://api.spotify.com/v1/tracks/2hnMS47jN0etwvFPzYk11f,https://api.spotify.com/v1/audio-analysis/2hnMS47jN0etwvFPzYk11f,182747.0,4.0
1142,Since U Been Gone,0.662,0.741,0.0,-5.406,1.0,0.0334,0.00165,0.0303,0.114,0.404,131.0,audio_features,3xrn9i8zhNZsTtcoWgQEAd,spotify:track:3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/tracks/3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/audio-analysis/3xrn9i8zhNZsTtcoWgQEAd,188960.0,4.0
1143,Wide Awake,0.514,0.683,5.0,-5.099,1.0,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,audio_features,5JLv62qFIS1DR3zGEcApRt,spotify:track:5JLv62qFIS1DR3zGEcApRt,https://api.spotify.com/v1/tracks/5JLv62qFIS1DR3zGEcApRt,https://api.spotify.com/v1/audio-analysis/5JLv62qFIS1DR3zGEcApRt,220947.0,4.0
1144,Helpless,0.688,0.491,5.0,-7.494,1.0,0.269,0.334,0.0,0.0914,0.737,79.009,audio_features,54Sc7mZQ1RM03STpk4SfaA,spotify:track:54Sc7mZQ1RM03STpk4SfaA,https://api.spotify.com/v1/tracks/54Sc7mZQ1RM03STpk4SfaA,https://api.spotify.com/v1/audio-analysis/54Sc7mZQ1RM03STpk4SfaA,249771.0,4.0
1145,Careless Whisper,0.574,0.628,2.0,-8.815,0.0,0.036,0.13,0.0,0.271,0.803,153.119,audio_features,4jDmJ51x1o9NZB5Nxxc7gY,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/tracks/4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/audio-analysis/4jDmJ51x1o9NZB5Nxxc7gY,300107.0,4.0
1146,Head Over Heels,0.623,0.739,7.0,-8.116,1.0,0.0244,0.338,1.88e-05,0.109,0.642,95.007,audio_features,5lwQGZYF4BXOzFtXc5zk8q,spotify:track:5lwQGZYF4BXOzFtXc5zk8q,https://api.spotify.com/v1/tracks/5lwQGZYF4BXOzFtXc5zk8q,https://api.spotify.com/v1/audio-analysis/5lwQGZYF4BXOzFtXc5zk8q,257316.0,4.0
1147,Money For Nothing,0.667,0.655,2.0,-9.339,0.0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,audio_features,4yqtwO7MQIIXqoiRBPHAgR,spotify:track:4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/tracks/4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/audio-analysis/4yqtwO7MQIIXqoiRBPHAgR,506400.0,4.0
1148,Love Story,0.618,0.741,2.0,-3.95,1.0,0.031,0.17,0.0,0.0822,0.296,118.984,audio_features,1vrd6UOGamcKNGnSHJQlSt,spotify:track:1vrd6UOGamcKNGnSHJQlSt,https://api.spotify.com/v1/tracks/1vrd6UOGamcKNGnSHJQlSt,https://api.spotify.com/v1/audio-analysis/1vrd6UOGamcKNGnSHJQlSt,235267.0,4.0
1149,Born to Run,0.27,0.944,4.0,-4.199,1.0,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,audio_features,6hTcuIQa0sxrrByu9wTD7s,spotify:track:6hTcuIQa0sxrrByu9wTD7s,https://api.spotify.com/v1/tracks/6hTcuIQa0sxrrByu9wTD7s,https://api.spotify.com/v1/audio-analysis/6hTcuIQa0sxrrByu9wTD7s,269920.0,4.0
1150,Hard Times,0.695,0.818,5.0,-5.379,0.0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,audio_features,0w5Bdu51Ka25Pf3hojsKHh,spotify:track:0w5Bdu51Ka25Pf3hojsKHh,https://api.spotify.com/v1/tracks/0w5Bdu51Ka25Pf3hojsKHh,https://api.spotify.com/v1/audio-analysis/0w5Bdu51Ka25Pf3hojsKHh,182693.0,4.0
1151,About A Girl,0.409,0.932,11.0,-4.538,0.0,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,audio_features,55yvzYuvJYG2RUEnMK78tr,spotify:track:55yvzYuvJYG2RUEnMK78tr,https://api.spotify.com/v1/tracks/55yvzYuvJYG2RUEnMK78tr,https://api.spotify.com/v1/audio-analysis/55yvzYuvJYG2RUEnMK78tr,166640.0,4.0
1152,Interstate Love Song,0.215,0.927,9.0,-7.327,1.0,0.0452,0.000273,0.00661,0.126,0.49,170.814,audio_features,6qLEOZvf5gI7kWE63JE7p3,spotify:track:6qLEOZvf5gI7kWE63JE7p3,https://api.spotify.com/v1/tracks/6qLEOZvf5gI7kWE63JE7p3,https://api.spotify.com/v1/audio-analysis/6qLEOZvf5gI7kWE63JE7p3,194853.0,4.0
1153,Plush,0.426,0.94,7.0,-5.279,0.0,0.0423,0.00671,1.72e-06,0.14,0.466,144.49,audio_features,0CkspLl535ZxdwCRs8AdZ4,spotify:track:0CkspLl535ZxdwCRs8AdZ4,https://api.spotify.com/v1/tracks/0CkspLl535ZxdwCRs8AdZ4,https://api.spotify.com/v1/audio-analysis/0CkspLl535ZxdwCRs8AdZ4,313947.0,4.0
1154,One Step Closer,0.492,0.969,9.0,-4.419,1.0,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,audio_features,3K4HG9evC7dg3N0R9cYqk4,spotify:track:3K4HG9evC7dg3N0R9cYqk4,https://api.spotify.com/v1/tracks/3K4HG9evC7dg3N0R9cYqk4,https://api.spotify.com/v1/audio-analysis/3K4HG9evC7dg3N0R9cYqk4,157333.0,4.0
1155,Hound Dog,0.494,0.756,0.0,-8.492,1.0,0.0499,0.733,0.00505,0.76,0.949,86.895,audio_features,64Ny7djQ6rNJspquof2KoX,spotify:track:64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/tracks/64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/audio-analysis/64Ny7djQ6rNJspquof2KoX,136027.0,4.0
1156,Juicy,0.77,0.699,0.0,-6.59,1.0,0.199,0.0596,1.65e-05,0.17,0.696,81.003,audio_features,1ojBtNRMzjL7ptLPZCzfRz,spotify:track:1ojBtNRMzjL7ptLPZCzfRz,https://api.spotify.com/v1/tracks/1ojBtNRMzjL7ptLPZCzfRz,https://api.spotify.com/v1/audio-analysis/1ojBtNRMzjL7ptLPZCzfRz,165315.0,4.0
1157,Automatic,0.6,0.529,8.0,-6.184,1.0,0.0277,0.239,2.35e-05,0.099,0.371,134.966,audio_features,6FoUUkUM4fVdh5pLZyxgjz,spotify:track:6FoUUkUM4fVdh5pLZyxgjz,https://api.spotify.com/v1/tracks/6FoUUkUM4fVdh5pLZyxgjz,https://api.spotify.com/v1/audio-analysis/6FoUUkUM4fVdh5pLZyxgjz,157472.0,4.0
1158,Let Down,0.662,0.714,5.0,-5.68,0.0,0.121,0.312,0.0,0.179,0.464,147.997,audio_features,52okn5MNA47tk87PeZJLEL,spotify:track:52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/tracks/52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/audio-analysis/52okn5MNA47tk87PeZJLEL,212120.0,4.0
