,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
318,Ice Ice Baby,0.979,0.792,2.0,-2.784,1.0,0.0388,0.0025,7.71e-06,0.102,0.583,116.012,audio_features,3XVozq1aeqsJwpXrEZrDJ9,spotify:track:3XVozq1aeqsJwpXrEZrDJ9,https://api.spotify.com/v1/tracks/3XVozq1aeqsJwpXrEZrDJ9,https://api.spotify.com/v1/audio-analysis/3XVozq1aeqsJwpXrEZrDJ9,254467.0,4.0
319,You Make My Dreams,0.751,0.501,5.0,-12.151,1.0,0.0551,0.234,0.112,0.0467,0.902,167.057,audio_features,4o6BgsqLIBViaGVbx5rbRk,spotify:track:4o6BgsqLIBViaGVbx5rbRk,https://api.spotify.com/v1/tracks/4o6BgsqLIBViaGVbx5rbRk,https://api.spotify.com/v1/audio-analysis/4o6BgsqLIBViaGVbx5rbRk,190627.0,4.0
320,Gold Digger,0.629,0.696,1.0,-5.572,0.0,0.348,0.0195,0.0,0.0554,0.623,93.034,audio_features,1PS1QMdUqOal0ai3Gt7sDQ,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,https://api.spotify.com/v1/tracks/1PS1QMdUqOal0ai3Gt7sDQ,https://api.spotify.com/v1/audio-analysis/1PS1QMdUqOal0ai3Gt7sDQ,207627.0,4.0
321,I Don't Care,0.798,0.675,6.0,-5.041,1.0,0.0442,0.0912,0.0,0.0894,0.842,101.956,audio_features,3HVWdVOQ0ZA45FuZGSfvns,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,https://api.spotify.com/v1/tracks/3HVWdVOQ0ZA45FuZGSfvns,https://api.spotify.com/v1/audio-analysis/3HVWdVOQ0ZA45FuZGSfvns,219947.0,4.0
322,Girls And Boys,0.663,0.72,3.0,-5.497,1.0,0.0331,0.00212,0.0,0.358,0.608,135.342,audio_features,65mxB9IWpmVo4qUjdGSxRB,spotify:track:65mxB9IWpmVo4qUjdGSxRB,https://api.spotify.com/v1/tracks/65mxB9IWpmVo4qUjdGSxRB,https://api.spotify.com/v1/audio-analysis/65mxB9IWpmVo4qUjdGSxRB,183493.0,4.0
323,Elastic Heart,0.421,0.791,9.0,-4.998,1.0,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,audio_features,5S9lfZu1YF8xKkgSsqL2Bd,spotify:track:5S9lfZu1YF8xKkgSsqL2Bd,https://api.spotify.com/v1/tracks/5S9lfZu1YF8xKkgSsqL2Bd,https://api.spotify.com/v1/audio-analysis/5S9lfZu1YF8xKkgSsqL2Bd,257200.0,4.0
324,Habits (Stay High),0.729,0.65,5.0,-3.539,1.0,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,audio_features,14OxJlLdcHNpgsm4DRwDOB,spotify:track:14OxJlLdcHNpgsm4DRwDOB,https://api.spotify.com/v1/tracks/14OxJlLdcHNpgsm4DRwDOB,https://api.spotify.com/v1/audio-analysis/14OxJlLdcHNpgsm4DRwDOB,209160.0,4.0
325,Turn It Up,0.666,0.749,7.0,-4.895,1.0,0.0625,0.000396,0.162,0.0436,0.415,127.958,audio_features,47pGsDY83Rb2tV2VWUJFhp,spotify:track:47pGsDY83Rb2tV2VWUJFhp,https://api.spotify.com/v1/tracks/47pGsDY83Rb2tV2VWUJFhp,https://api.spotify.com/v1/audio-analysis/47pGsDY83Rb2tV2VWUJFhp,448387.0,4.0
326,All My Friends,0.681,0.521,0.0,-5.849,1.0,0.141,0.12,8.41e-05,0.108,0.181,94.997,audio_features,6TaqooOXAEcijL6G1AWS2K,spotify:track:6TaqooOXAEcijL6G1AWS2K,https://api.spotify.com/v1/tracks/6TaqooOXAEcijL6G1AWS2K,https://api.spotify.com/v1/audio-analysis/6TaqooOXAEcijL6G1AWS2K,229747.0,4.0
327,Crazy For You,0.551,0.402,11.0,-7.431,1.0,0.0262,0.676,0.0,0.0928,0.382,103.313,audio_features,2rxQMGVafnNaRaXlRMWPde,spotify:track:2rxQMGVafnNaRaXlRMWPde,https://api.spotify.com/v1/tracks/2rxQMGVafnNaRaXlRMWPde,https://api.spotify.com/v1/audio-analysis/2rxQMGVafnNaRaXlRMWPde,193200.0,4.0
328,Hot N Cold,0.706,0.841,7.0,-3.956,1.0,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,audio_features,1y4eb6hmAvsqlDOl3fx9kk,spotify:track:1y4eb6hmAvsqlDOl3fx9kk,https://api.spotify.com/v1/tracks/1y4eb6hmAvsqlDOl3fx9kk,https://api.spotify.com/v1/audio-analysis/1y4eb6hmAvsqlDOl3fx9kk,220227.0,4.0
329,Like A Prayer,0.624,0.842,5.0,-5.285,1.0,0.0376,0.264,2.11e-05,0.181,0.257,111.037,audio_features,1z3ugFmUKoCzGsI6jdY4Ci,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,https://api.spotify.com/v1/tracks/1z3ugFmUKoCzGsI6jdY4Ci,https://api.spotify.com/v1/audio-analysis/1z3ugFmUKoCzGsI6jdY4Ci,342680.0,4.0
330,Temptation,0.775,0.707,10.0,-5.339,0.0,0.152,0.397,0.0,0.874,0.78,104.979,audio_features,3gJDgenxLephg09x86IxPs,spotify:track:3gJDgenxLephg09x86IxPs,https://api.spotify.com/v1/tracks/3gJDgenxLephg09x86IxPs,https://api.spotify.com/v1/audio-analysis/3gJDgenxLephg09x86IxPs,244198.0,4.0
331,Dance With Me,0.709,0.824,1.0,-8.824,1.0,0.0453,0.207,0.000307,0.0888,0.867,118.818,audio_features,2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,291293.0,4.0
332,More Than This,0.653,0.666,6.0,-7.808,1.0,0.0249,0.0508,0.0466,0.139,0.765,128.505,audio_features,6N7gPTru90HYLRUIVDQ185,spotify:track:6N7gPTru90HYLRUIVDQ185,https://api.spotify.com/v1/tracks/6N7gPTru90HYLRUIVDQ185,https://api.spotify.com/v1/audio-analysis/6N7gPTru90HYLRUIVDQ185,270652.0,4.0
333,Purple Rain,0.367,0.452,10.0,-10.422,1.0,0.0307,0.0353,0.00228,0.689,0.189,113.066,audio_features,54X78diSLoUDI3joC2bjMz,spotify:track:54X78diSLoUDI3joC2bjMz,https://api.spotify.com/v1/tracks/54X78diSLoUDI3joC2bjMz,https://api.spotify.com/v1/audio-analysis/54X78diSLoUDI3joC2bjMz,520787.0,4.0
334,Still Life,0.68,0.584,8.0,-4.457,1.0,0.034,0.443,0.0,0.0628,0.239,118.06,audio_features,3TSLqZssCoCdDlMhCJ08XW,spotify:track:3TSLqZssCoCdDlMhCJ08XW,https://api.spotify.com/v1/tracks/3TSLqZssCoCdDlMhCJ08XW,https://api.spotify.com/v1/audio-analysis/3TSLqZssCoCdDlMhCJ08XW,188369.0,4.0
335,No One's Gonna Love You,0.313,0.894,1.0,-3.579,1.0,0.0294,0.122,0.0,0.0925,0.363,149.044,audio_features,2IvNxLl01CTAfCOA103Tgx,spotify:track:2IvNxLl01CTAfCOA103Tgx,https://api.spotify.com/v1/tracks/2IvNxLl01CTAfCOA103Tgx,https://api.spotify.com/v1/audio-analysis/2IvNxLl01CTAfCOA103Tgx,217333.0,4.0
336,Over,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,audio_features,43zdsphuZLzwA9k4DJhU0I,spotify:track:43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,196077.0,4.0
337,"Signed, Sealed, Delivered (I'm Yours)",0.675,0.597,5.0,-11.329,1.0,0.0337,0.0534,0.0,0.0986,0.828,108.875,audio_features,2eF8pWbiivYsYRpbntYsnc,spotify:track:2eF8pWbiivYsYRpbntYsnc,https://api.spotify.com/v1/tracks/2eF8pWbiivYsYRpbntYsnc,https://api.spotify.com/v1/audio-analysis/2eF8pWbiivYsYRpbntYsnc,161160.0,4.0
338,Thinking Of You,0.204,0.00824,0.0,-31.601,1.0,0.0389,0.969,0.939,0.107,0.0495,79.324,audio_features,0ZHZ3KsAl0AVBONDmUY3mv,spotify:track:0ZHZ3KsAl0AVBONDmUY3mv,https://api.spotify.com/v1/tracks/0ZHZ3KsAl0AVBONDmUY3mv,https://api.spotify.com/v1/audio-analysis/0ZHZ3KsAl0AVBONDmUY3mv,154922.0,3.0
339,Help I'm Alive,0.57,0.884,5.0,-4.55,0.0,0.0601,0.00826,0.00322,0.364,0.405,118.485,audio_features,0cahtHEywK64NSWqm2SDTi,spotify:track:0cahtHEywK64NSWqm2SDTi,https://api.spotify.com/v1/tracks/0cahtHEywK64NSWqm2SDTi,https://api.spotify.com/v1/audio-analysis/0cahtHEywK64NSWqm2SDTi,286013.0,4.0
340,My Girls,0.614,0.937,1.0,-7.443,1.0,0.115,0.00161,0.00136,0.103,0.386,84.98,audio_features,7bCfHiRcfUjG0YVVNUL7Ve,spotify:track:7bCfHiRcfUjG0YVVNUL7Ve,https://api.spotify.com/v1/tracks/7bCfHiRcfUjG0YVVNUL7Ve,https://api.spotify.com/v1/audio-analysis/7bCfHiRcfUjG0YVVNUL7Ve,105176.0,4.0
341,Something,0.427,0.201,8.0,-13.044,1.0,0.0317,0.745,0.263,0.109,0.0668,105.218,audio_features,1nFtiJxYdhtFfFtfXBv06s,spotify:track:1nFtiJxYdhtFfFtfXBv06s,https://api.spotify.com/v1/tracks/1nFtiJxYdhtFfFtfXBv06s,https://api.spotify.com/v1/audio-analysis/1nFtiJxYdhtFfFtfXBv06s,232147.0,4.0
342,Stay High - Habits Remix,0.735,0.686,4.0,-7.562,0.0,0.0366,0.00108,0.874,0.0933,0.0656,121.011,audio_features,62N2JSA0jHmSH7Va9t7hIf,spotify:track:62N2JSA0jHmSH7Va9t7hIf,https://api.spotify.com/v1/tracks/62N2JSA0jHmSH7Va9t7hIf,https://api.spotify.com/v1/audio-analysis/62N2JSA0jHmSH7Va9t7hIf,258933.0,4.0
343,Pyramids,0.4,0.65,5.0,-6.104,0.0,0.0466,0.0118,7.62e-05,0.791,0.15,107.989,audio_features,4QhWbupniDd44EDtnh2bFJ,spotify:track:4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/tracks/4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/audio-analysis/4QhWbupniDd44EDtnh2bFJ,592920.0,4.0
344,Thinkin Bout You,0.721,0.339,0.0,-11.195,1.0,0.0532,0.409,0.00153,0.0973,0.2,129.83,audio_features,7DfFc7a6Rwfi3YQMRbDMau,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/tracks/7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/audio-analysis/7DfFc7a6Rwfi3YQMRbDMau,200747.0,4.0
345,Downtown,0.775,0.679,4.0,-4.985,0.0,0.135,0.18,7.26e-05,0.068,0.619,166.008,audio_features,3Ga6eKrUFf12ouh9Yw3v2D,spotify:track:3Ga6eKrUFf12ouh9Yw3v2D,https://api.spotify.com/v1/tracks/3Ga6eKrUFf12ouh9Yw3v2D,https://api.spotify.com/v1/audio-analysis/3Ga6eKrUFf12ouh9Yw3v2D,193456.0,4.0
346,POWER,0.828,0.591,1.0,-6.217,1.0,0.109,0.0199,0.000323,0.361,0.202,119.251,audio_features,0lEjxUUlKqjqXrVlIHFduD,spotify:track:0lEjxUUlKqjqXrVlIHFduD,https://api.spotify.com/v1/tracks/0lEjxUUlKqjqXrVlIHFduD,https://api.spotify.com/v1/audio-analysis/0lEjxUUlKqjqXrVlIHFduD,193347.0,4.0
347,Running,0.36,0.391,6.0,-10.6,1.0,0.0528,0.296,0.000406,0.129,0.162,84.281,audio_features,5QvBXUm5MglLJ3iBfTX2Wo,spotify:track:5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/tracks/5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/audio-analysis/5QvBXUm5MglLJ3iBfTX2Wo,177227.0,4.0
348,Hangover,0.373,0.842,11.0,-3.327,1.0,0.0757,0.164,0.0,0.102,0.579,170.149,audio_features,3FftYzkNisNH913O0KLgiO,spotify:track:3FftYzkNisNH913O0KLgiO,https://api.spotify.com/v1/tracks/3FftYzkNisNH913O0KLgiO,https://api.spotify.com/v1/audio-analysis/3FftYzkNisNH913O0KLgiO,159586.0,4.0
349,Get Away,0.564,0.968,1.0,-3.75,1.0,0.0631,0.000116,3.97e-05,0.226,0.352,103.885,audio_features,1x0AirtLjfVquI0A9iBVep,spotify:track:1x0AirtLjfVquI0A9iBVep,https://api.spotify.com/v1/tracks/1x0AirtLjfVquI0A9iBVep,https://api.spotify.com/v1/audio-analysis/1x0AirtLjfVquI0A9iBVep,191373.0,4.0
350,Indian Summer,0.435,0.825,6.0,-2.518,1.0,0.0617,0.0248,0.0454,0.0845,0.0425,169.835,audio_features,0t488LlnuTDRjklgkotom9,spotify:track:0t488LlnuTDRjklgkotom9,https://api.spotify.com/v1/tracks/0t488LlnuTDRjklgkotom9,https://api.spotify.com/v1/audio-analysis/0t488LlnuTDRjklgkotom9,248471.0,4.0
351,Wicked Game,0.658,0.591,9.0,-5.197,1.0,0.0309,0.00959,5.27e-06,0.325,0.326,114.078,audio_features,6VwBbL8CzPiC4QV66ay7oR,spotify:track:6VwBbL8CzPiC4QV66ay7oR,https://api.spotify.com/v1/tracks/6VwBbL8CzPiC4QV66ay7oR,https://api.spotify.com/v1/audio-analysis/6VwBbL8CzPiC4QV66ay7oR,323747.0,4.0
352,Bound 2,0.367,0.665,1.0,-2.821,1.0,0.0465,0.145,0.0,0.113,0.31,148.913,audio_features,3sNVsP50132BTNlImLx70i,spotify:track:3sNVsP50132BTNlImLx70i,https://api.spotify.com/v1/tracks/3sNVsP50132BTNlImLx70i,https://api.spotify.com/v1/audio-analysis/3sNVsP50132BTNlImLx70i,229147.0,4.0
353,Just Dance,0.822,0.739,1.0,-4.541,0.0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,audio_features,2x7MyWybabEz6Y6wvHuwGE,spotify:track:2x7MyWybabEz6Y6wvHuwGE,https://api.spotify.com/v1/tracks/2x7MyWybabEz6Y6wvHuwGE,https://api.spotify.com/v1/audio-analysis/2x7MyWybabEz6Y6wvHuwGE,241933.0,4.0
354,Oceans,0.262,0.361,2.0,-10.187,1.0,0.0333,0.508,0.00268,0.108,0.056,126.786,audio_features,5Mw9bXG1dLNhbjofkVS2oR,spotify:track:5Mw9bXG1dLNhbjofkVS2oR,https://api.spotify.com/v1/tracks/5Mw9bXG1dLNhbjofkVS2oR,https://api.spotify.com/v1/audio-analysis/5Mw9bXG1dLNhbjofkVS2oR,535963.0,4.0
355,Green Eyes,0.607,0.405,9.0,-8.607,1.0,0.0265,0.539,6.7e-06,0.231,0.233,129.543,audio_features,3ou9rSNUQnE7XYmJkUUIOc,spotify:track:3ou9rSNUQnE7XYmJkUUIOc,https://api.spotify.com/v1/tracks/3ou9rSNUQnE7XYmJkUUIOc,https://api.spotify.com/v1/audio-analysis/3ou9rSNUQnE7XYmJkUUIOc,223040.0,4.0
356,No One,0.687,0.781,1.0,-4.806,1.0,0.053,0.0361,0.0,0.0755,0.688,97.014,audio_features,00Blm7zeNqgYLPtW6zg8cj,spotify:track:00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/tracks/00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/audio-analysis/00Blm7zeNqgYLPtW6zg8cj,193507.0,4.0
357,Girls Just Want to Have Fun,0.71,0.799,6.0,-4.897,1.0,0.0328,0.22,0.000602,0.349,0.725,120.372,audio_features,4y1LsJpmMti1PfRQV9AWWe,spotify:track:4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/tracks/4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/audio-analysis/4y1LsJpmMti1PfRQV9AWWe,238267.0,4.0
358,I Say A Little Prayer,0.592,0.355,9.0,-14.051,1.0,0.0352,0.478,0.0,0.0585,0.499,133.032,audio_features,3NfxSdJnVdon1axzloJgba,spotify:track:3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/tracks/3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/audio-analysis/3NfxSdJnVdon1axzloJgba,216773.0,4.0
359,Silver,0.356,0.67,2.0,-5.825,1.0,0.0324,0.467,0.000106,0.288,0.117,135.032,audio_features,2LZ2CNbcbJrwh53pitRgom,spotify:track:2LZ2CNbcbJrwh53pitRgom,https://api.spotify.com/v1/tracks/2LZ2CNbcbJrwh53pitRgom,https://api.spotify.com/v1/audio-analysis/2LZ2CNbcbJrwh53pitRgom,298680.0,4.0
360,I Want It That Way,0.689,0.694,6.0,-5.83,0.0,0.027,0.257,0.0,0.148,0.482,99.039,audio_features,47BBI51FKFwOMlIiX6m8ya,spotify:track:47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/tracks/47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/audio-analysis/47BBI51FKFwOMlIiX6m8ya,213307.0,4.0
361,Total Eclipse of the Heart,0.431,0.723,8.0,-5.887,1.0,0.0568,0.145,0.0,0.374,0.19,130.141,audio_features,7wuJGgpTNzbUyn26IOY6rj,spotify:track:7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/tracks/7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/audio-analysis/7wuJGgpTNzbUyn26IOY6rj,267360.0,4.0
362,Toxic,0.594,0.612,8.0,-6.627,0.0,0.363,0.835,0.0,0.461,0.687,179.629,audio_features,2gQPv5jvVPqU2a9HhMNO1v,spotify:track:2gQPv5jvVPqU2a9HhMNO1v,https://api.spotify.com/v1/tracks/2gQPv5jvVPqU2a9HhMNO1v,https://api.spotify.com/v1/audio-analysis/2gQPv5jvVPqU2a9HhMNO1v,168020.0,4.0
363,Cold,0.796,0.798,1.0,-6.312,1.0,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,audio_features,6zSpb8dQRaw0M1dK8PBwQz,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/tracks/6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/audio-analysis/6zSpb8dQRaw0M1dK8PBwQz,202735.0,4.0
364,Fidelity,0.923,0.518,5.0,-6.008,1.0,0.0492,0.52,0.000142,0.104,0.682,93.023,audio_features,6GskIhdM6TN6EkPgeSjVfW,spotify:track:6GskIhdM6TN6EkPgeSjVfW,https://api.spotify.com/v1/tracks/6GskIhdM6TN6EkPgeSjVfW,https://api.spotify.com/v1/audio-analysis/6GskIhdM6TN6EkPgeSjVfW,226680.0,4.0
365,Killing Me Softly with His Song,0.765,0.29,4.0,-17.117,0.0,0.139,0.0279,0.0,0.571,0.506,92.409,audio_features,0Q0IVlqMV64kNLlwjPj0Hl,spotify:track:0Q0IVlqMV64kNLlwjPj0Hl,https://api.spotify.com/v1/tracks/0Q0IVlqMV64kNLlwjPj0Hl,https://api.spotify.com/v1/audio-analysis/0Q0IVlqMV64kNLlwjPj0Hl,298773.0,4.0
366,Lightning Bolt,0.551,0.839,9.0,-4.555,1.0,0.0787,0.0818,0.0,0.151,0.681,116.051,audio_features,79DO6dBi8936P6EShLB209,spotify:track:79DO6dBi8936P6EShLB209,https://api.spotify.com/v1/tracks/79DO6dBi8936P6EShLB209,https://api.spotify.com/v1/audio-analysis/79DO6dBi8936P6EShLB209,144013.0,4.0
367,Northern Lights,0.439,0.452,5.0,-12.41,0.0,0.0295,0.28,2.77e-05,0.102,0.547,172.173,audio_features,6xVwzzLxPSO3kbjmRQqWp3,spotify:track:6xVwzzLxPSO3kbjmRQqWp3,https://api.spotify.com/v1/tracks/6xVwzzLxPSO3kbjmRQqWp3,https://api.spotify.com/v1/audio-analysis/6xVwzzLxPSO3kbjmRQqWp3,211490.0,4.0
368,Fly Away,0.806,0.513,4.0,-6.208,1.0,0.0685,0.217,0.0,0.217,0.503,124.988,audio_features,2zBDKzqa6sdxeI0fC6OWIC,spotify:track:2zBDKzqa6sdxeI0fC6OWIC,https://api.spotify.com/v1/tracks/2zBDKzqa6sdxeI0fC6OWIC,https://api.spotify.com/v1/audio-analysis/2zBDKzqa6sdxeI0fC6OWIC,178157.0,4.0
369,Nothing Else Matters,0.547,0.394,4.0,-9.793,0.0,0.0262,0.0522,6.4e-06,0.0795,0.17,142.37,audio_features,2CtemffYhT0DJWcT1XW047,spotify:track:2CtemffYhT0DJWcT1XW047,https://api.spotify.com/v1/tracks/2CtemffYhT0DJWcT1XW047,https://api.spotify.com/v1/audio-analysis/2CtemffYhT0DJWcT1XW047,388733.0,3.0
370,Peaches,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,3gem8XzV6bBWXsKDLTFF18,spotify:track:3gem8XzV6bBWXsKDLTFF18,https://api.spotify.com/v1/tracks/3gem8XzV6bBWXsKDLTFF18,https://api.spotify.com/v1/audio-analysis/3gem8XzV6bBWXsKDLTFF18,198082.0,4.0
371,Say It Ain't So,0.634,0.551,3.0,-7.136,1.0,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,audio_features,6VoIBz0VhCyz7OdEoRYDiA,spotify:track:6VoIBz0VhCyz7OdEoRYDiA,https://api.spotify.com/v1/tracks/6VoIBz0VhCyz7OdEoRYDiA,https://api.spotify.com/v1/audio-analysis/6VoIBz0VhCyz7OdEoRYDiA,258827.0,4.0
372,The Final Countdown,0.529,0.843,6.0,-6.908,0.0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,audio_features,3MrRksHupTVEQ7YbA0FsZK,spotify:track:3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/tracks/3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/audio-analysis/3MrRksHupTVEQ7YbA0FsZK,310333.0,4.0
373,The Real Slim Shady,0.949,0.661,5.0,-4.244,0.0,0.0572,0.0302,0.0,0.0454,0.76,104.504,audio_features,3yfqSUWxFvZELEM4PmlwIR,spotify:track:3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR,284200.0,4.0
374,"Tonight, Tonight",0.442,0.517,9.0,-7.807,1.0,0.0548,0.0699,0.0,0.114,0.2,79.867,audio_features,61Emqg95O9zo1GNOcyxq4Y,spotify:track:61Emqg95O9zo1GNOcyxq4Y,https://api.spotify.com/v1/tracks/61Emqg95O9zo1GNOcyxq4Y,https://api.spotify.com/v1/audio-analysis/61Emqg95O9zo1GNOcyxq4Y,193822.0,4.0
375,What I've Done,0.623,0.93,5.0,-5.285,1.0,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,audio_features,18lR4BzEs7e3qzc0KVkTpU,spotify:track:18lR4BzEs7e3qzc0KVkTpU,https://api.spotify.com/v1/tracks/18lR4BzEs7e3qzc0KVkTpU,https://api.spotify.com/v1/audio-analysis/18lR4BzEs7e3qzc0KVkTpU,205613.0,4.0
376,99 Problems,0.494,0.887,6.0,-4.297,0.0,0.398,0.00661,0.0,0.103,0.548,89.554,audio_features,7sLpSWxQazJzDVG6YGzlVs,spotify:track:7sLpSWxQazJzDVG6YGzlVs,https://api.spotify.com/v1/tracks/7sLpSWxQazJzDVG6YGzlVs,https://api.spotify.com/v1/audio-analysis/7sLpSWxQazJzDVG6YGzlVs,234627.0,4.0
377,Back To Black,0.403,0.422,7.0,-13.964,0.0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,audio_features,3FAclTFfvUuQYnEsptbK8w,spotify:track:3FAclTFfvUuQYnEsptbK8w,https://api.spotify.com/v1/tracks/3FAclTFfvUuQYnEsptbK8w,https://api.spotify.com/v1/audio-analysis/3FAclTFfvUuQYnEsptbK8w,241293.0,4.0
378,Black,0.783,0.75,5.0,-5.762,1.0,0.078,0.426,0.0,0.241,0.88,97.953,audio_features,6Jrdb6CFOJEGaHjaa6c4WR,spotify:track:6Jrdb6CFOJEGaHjaa6c4WR,https://api.spotify.com/v1/tracks/6Jrdb6CFOJEGaHjaa6c4WR,https://api.spotify.com/v1/audio-analysis/6Jrdb6CFOJEGaHjaa6c4WR,140665.0,4.0
379,Bohemian Like You,0.584,0.931,9.0,-6.158,1.0,0.0344,0.00315,0.772,0.133,0.694,131.275,audio_features,0yEhNqCwEfy8LHUmnZoHpP,spotify:track:0yEhNqCwEfy8LHUmnZoHpP,https://api.spotify.com/v1/tracks/0yEhNqCwEfy8LHUmnZoHpP,https://api.spotify.com/v1/audio-analysis/0yEhNqCwEfy8LHUmnZoHpP,211707.0,4.0
380,Bounce - Radio Edit,0.779,0.963,2.0,-2.125,0.0,0.0399,0.0334,0.493,0.664,0.759,127.941,audio_features,36cmM3MBMWWCFIiQ90U4J8,spotify:track:36cmM3MBMWWCFIiQ90U4J8,https://api.spotify.com/v1/tracks/36cmM3MBMWWCFIiQ90U4J8,https://api.spotify.com/v1/audio-analysis/36cmM3MBMWWCFIiQ90U4J8,222187.0,4.0
381,Bulls on Parade,0.412,0.919,5.0,-7.291,1.0,0.184,0.0124,0.0601,0.424,0.572,166.367,audio_features,0tZ3mElWcr74OOhKEiNz1x,spotify:track:0tZ3mElWcr74OOhKEiNz1x,https://api.spotify.com/v1/tracks/0tZ3mElWcr74OOhKEiNz1x,https://api.spotify.com/v1/audio-analysis/0tZ3mElWcr74OOhKEiNz1x,229467.0,4.0
382,Cry Me a River,0.624,0.654,8.0,-6.582,0.0,0.183,0.577,0.0,0.104,0.564,73.898,audio_features,7Lf7oSEVdzZqTA0kEDSlS5,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,https://api.spotify.com/v1/tracks/7Lf7oSEVdzZqTA0kEDSlS5,https://api.spotify.com/v1/audio-analysis/7Lf7oSEVdzZqTA0kEDSlS5,288333.0,4.0
383,Don't Stop Me Now,0.471,0.553,5.0,-5.51,1.0,0.0773,0.71,0.0,0.101,0.419,112.603,audio_features,6XdYD0hrNIOHb0emKC3l9U,spotify:track:6XdYD0hrNIOHb0emKC3l9U,https://api.spotify.com/v1/tracks/6XdYD0hrNIOHb0emKC3l9U,https://api.spotify.com/v1/audio-analysis/6XdYD0hrNIOHb0emKC3l9U,423074.0,3.0
384,Drop It Like It's Hot,0.888,0.632,1.0,-3.872,1.0,0.219,0.19,0.0,0.101,0.662,91.979,audio_features,2NBQmPrOEEjA8VbeWOQGxO,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/tracks/2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/audio-analysis/2NBQmPrOEEjA8VbeWOQGxO,266067.0,4.0
385,Everything In Its Right Place,0.296,0.463,5.0,-11.412,0.0,0.0449,0.705,0.0482,0.0954,0.0629,123.943,audio_features,2kRFrWaLWiKq48YYVdGcm8,spotify:track:2kRFrWaLWiKq48YYVdGcm8,https://api.spotify.com/v1/tracks/2kRFrWaLWiKq48YYVdGcm8,https://api.spotify.com/v1/audio-analysis/2kRFrWaLWiKq48YYVdGcm8,251427.0,5.0
